"","Keyword","Article.title","Authors","Journal.title","Volume","Issue","Pages","Volume.year","DOI","Published.online.date","URL","Keword"
"276","Fungicide and Sclerotinia","PESTICIDE RESIDUES IN RASPBERRIES AND LETTUCE: EXTRACTION AND COMPARISON OF THREE CHROMATOGRAPHIC METHODS: HPLC, HPTLC AND GC","Anne-Claire Martel, Maurice Porthault","Journal of Liquid Chromatography & Related Technologies","23","19","p3043 - p3058",2000,"10.1081/jlc-100101842","6-Feb-07","https://doi.org/10.1081/jlc-100101842",NA
"277","Fungicide and Sclerotinia","The health status and yield of winter rapeseed (Brassica napus L.) grown in monoculture and in crop rotation under different agricultural production systems","Bożena Cwalina-Ambroziak, Małgorzata Głosek-Sobieraj, Tomasz Paweł Kurowski, Arkadiusz Stępień, Artur Wiktorski","Archives of Agronomy and Soil Science","62","12","p1722 - p1732",2016,"10.1080/03650340.2016.1171851","14-Apr-16","https://doi.org/10.1080/03650340.2016.1171851",NA
"278","Fungicide and Sclerotinia","Bioagent based integrated management of Phytophthora blight of pigeonpea","S C Dubey, Birendra Singh","Archives of Phytopathology and Plant Protection","43","9","p922 - p929",2010,"10.1080/03235400802214760","14-Jun-10","https://doi.org/10.1080/03235400802214760",NA
"279","Fungicide and Sclerotinia","Abstracts of papers presented at the annual meeting of the Canadian Phytopathological Society Carleton University, Ottawa 22-25 June 1987","","Canadian Journal of Plant Pathology","9","3","p272 - p287",1987,"10.1080/07060668709501887","29-Dec-09","https://doi.org/10.1080/07060668709501887",NA
"280","Fungicide and Sclerotinia","Zingiber officinale based bioproduct. Properties and influence on some cellulolytic and keratinolytic fungi","Elena Radu, Nicoleta Radu, Ciprian Tanasescu, Mariana Voicescu","Molecular Crystals and Liquid Crystals","655","1","p103 - p113",2017,"10.1080/15421406.2017.1361299","7-Dec-17","https://doi.org/10.1080/15421406.2017.1361299",NA
"281","Fungicide and Sclerotinia","Soybean disease loss estimates for the top ten soybean-producing counries in 1998","TR Anderson, DM Arsyad, LD Ploper, A Porta-Puglia, HH Ram, Y Tan, JA Wrather, JT Yorinori","Canadian Journal of Plant Pathology","23","2","p115 - p121",2001,"10.1080/07060660109506918","1-Apr-10","https://doi.org/10.1080/07060660109506918",NA
"282","Fungicide and Sclerotinia","Phylogenetic placement of plant pathogenic Sclerotium species among teleomorph genera","Jean C Batzer, Mark L Gleason, Thomas C Harrington, Zhihan Xu","Mycologia","102","2","p337 - p346",2010,"10.3852/08-189","20-Jan-17","https://doi.org/10.3852/08-189",NA
"283","Fungicide and Sclerotinia","Synthesis of novel pyrimidine derivatives with (pyridin-3-ylmethyl)thio and phenylamino moieties and evaluation of their antifungal activity","Ji-Gang Gao, Lin Jiang, Si Liu, Shi-Chun Wang, Shuai Zhang","Phosphorus, Sulfur, and Silicon and the Related Elements","193","4","p245 - p248",2018,"10.1080/10426507.2017.1395439","27-Nov-17","https://doi.org/10.1080/10426507.2017.1395439",NA
"284","Fungicide and Sclerotinia","Abstracts, The Canadian Phytopathological Society, annual meeting, Winnipeg, Manitoba, July 1997","","Canadian Journal of Plant Pathology","20","1","p120 - p133",1998,"10.1080/07060669809500439","22-Dec-09","https://doi.org/10.1080/07060669809500439",NA
"285","Fungicide and Sclerotinia","Integrated control methods for managing sunflower head rot in Argentina","J D Mantecon, V Pereyra","International Journal of Pest Management","43","2","p143 - p144",1997,"10.1080/096708797228843","26-Nov-10","https://doi.org/10.1080/096708797228843",NA
"286","Fungicide and Sclerotinia","Production and Isolation of a New Antifungal Antibiotic, Prumycin and Taxonomic Studies of Streptomyces sp., Strain No. F-1028","Kiyoo Atsumi, Juichi Awaya, Toju Hata, Shizuo Higashikawa, Michiko Katagiri, Shinpei Kuyama, Haruko Terada, Kazuomi Yasui, Ruiko Ōiwa, Satoshi Ōmura","Agricultural and Biological Chemistry","37","12","p2805 - p2812",1973,"10.1080/00021369.1973.10861089","9-Sep-14","https://doi.org/10.1080/00021369.1973.10861089",NA
"287","Fungicide and Sclerotinia","Biocontrol of Fusarium sambucinum, dry rot of potato, by Serratia plymuthica 5-6","Marilyn Gould, Russell K Hynes, Louise M Nelson, Doug Waterer","Biocontrol Science and Technology","18","10","p1005 - p1016",2008,"10.1080/09583150802478189","17-Dec-08","https://doi.org/10.1080/09583150802478189",NA
"288","Fungicide and Sclerotinia","Nanoparticles: a safe way towards fungal diseases","Ehtsham Arif, Muhammad Atiq, Kiran Fatima, Ehsan Haider, Isra Naeem, Abdul Qayyum, Nasir Ahmed Rajput, Shahbaz Talib Sahi, Hamza Shahbaz, Muhammad Usman","Archives of Phytopathology and Plant Protection","53","17-18","p781 - p792",2020,"10.1080/03235408.2020.1792599","14-Jul-20","https://doi.org/10.1080/03235408.2020.1792599",NA
"289","Fungicide and Sclerotinia","Diseases of groundnut in the Southern African Development Community (SADC) region and their management","A J Chiyembekeza, D L Cole, G L Hildebrand, C T Kisyombe, P Subrahmanyam, P S van Wyk, P J A van der Merwe","International Journal of Pest Management","43","4","p261 - p273",1997,"10.1080/096708797228555","26-Nov-10","https://doi.org/10.1080/096708797228555",NA
"290","Fungicide and Sclerotinia","Influence of pyroxyfur seed treatment, inoculum density, and low level cultivar resistance on Phytophthora megasperma f. sp. glycinea rot of soybean","G Lazarovits","Canadian Journal of Plant Pathology","7","4","p370 - p376",1985,"10.1080/07060668509501664","29-Dec-09","https://doi.org/10.1080/07060668509501664",NA
"291","Fungicide and Sclerotinia","Abstracts, Saskatchewan-Alberta Regional Meeting, The Canadian Phytopathological Society, 1998","","Canadian Journal of Plant Pathology","21","2","p193 - p197",1999,"10.1080/07060669909501212","21-Dec-09","https://doi.org/10.1080/07060669909501212",NA
"292","Fungicide and Sclerotinia","Abstracts, Saskatchewan Regional Meeting, Canadian Phytopathological Society, Saskatoon, Saskatchewan, 20 March 1997","","Canadian Journal of Plant Pathology","19","3","p327 - p328",1997,"10.1080/07060669709500533","23-Dec-09","https://doi.org/10.1080/07060669709500533",NA
"293","Fungicide and Sclerotinia","Biocontrol Activity of Bacillus amyloliquefaciens CNU114001 against Fungal Plant Diseases","Jian Xin Deng, Seung Hyun Ji, Young Sook Kim, Narayan Chandra Paul, Seung Hun Yu, Bong-Sik Yun","Mycobiology","41","4","p234 - p242",2013,"10.5941/myco.2013.41.4.234","19-Jun-18","https://doi.org/10.5941/myco.2013.41.4.234",NA
"294","Fungicide and Sclerotinia","Synthesis and antifungal activity evaluation of new heterocycle containing amide derivatives","Sumei Gao, Yang Gao, Xiaorong Tang, Ling Wang, Xuesong Wang, Jian Yang","Natural Product Research","30","6","p682 - p688",2016,"10.1080/14786419.2015.1041137","3-Jul-15","https://doi.org/10.1080/14786419.2015.1041137",NA
"295","Fungicide and Sclerotinia","Antimicrobial Activity of 3-Phenylimidazolidine-2,4-diones and Related Compounds","Akira Fujinami, Nobuyuki Kameda, Toshiro Kato, Nobumasa Tottori","Agricultural and Biological Chemistry","36","9","p1623 - p1630",1972,"10.1080/00021369.1972.10860439","9-Sep-14","https://doi.org/10.1080/00021369.1972.10860439",NA
"296","Fungicide and Sclerotinia","Synthesis and antifungal activity of chalcone derivatives","Xiaohong Chen, Sumei Gao, Huabing Liu, Min Ma, Guiming Ren, Xuesong Wang, Yuanyuan Zheng","Natural Product Research","29","19","p1804 - p1810",2015,"10.1080/14786419.2015.1007973","12-Feb-15","https://doi.org/10.1080/14786419.2015.1007973",NA
"297","Fungicide and Sclerotinia","Abstracts, Saskatchewan regional meeting, Canadian Phytopathological Society, Saskatoon, Saskatchewan, 25 March 1994","","Canadian Journal of Plant Pathology","16","3","p251 - p252",1994,"10.1080/07060669409500763","29-Dec-09","https://doi.org/10.1080/07060669409500763",NA
"298","Fungicide and Sclerotinia","Discovery of new group I-D introns leads to creation of subtypes and link to an adaptive response of the mitochondrial genome in fungi","Richard R Bélanger, Benjamin Cinget","RNA Biology","17","9","p1252 - p1260",2020,"10.1080/15476286.2020.1763024","23-May-20","https://doi.org/10.1080/15476286.2020.1763024",NA
"299","Fungicide and Sclerotinia","Variability of Total Oil Content in Peanut Across the State of Texas","J L Ayers, M R Baring, M D Burow, J M Cason, C E Simpson, J N Wilson","Journal of Crop Improvement","27","2","p125 - p136",2013,"10.1080/15427528.2012.740772","18-Jan-13","https://doi.org/10.1080/15427528.2012.740772",NA
"300","Fungicide and Sclerotinia","Annual Meeting, Saskatoon, Saskatchewan, 2007 / Réunion annuelle, Saskatoon, Saskatchewan, 2007","","Canadian Journal of Plant Pathology","29","4","p437 - p453",2007,"10.1080/07060660709507490","1-Apr-10","https://doi.org/10.1080/07060660709507490",NA
"301","Fungicide and Sclerotinia","Biomaterial with antioxidant and antifungal activities, obtained from romanian indigenous plants","Elena Radu, Nicoleta Radu, Ciprian Tanasescu, Mariana Voicescu","Molecular Crystals and Liquid Crystals","655","1","p243 - p249",2017,"10.1080/15421406.2017.1361732","7-Dec-17","https://doi.org/10.1080/15421406.2017.1361732",NA
"302","Fungicide and Sclerotinia","Synthesis and bioactivities of diamide derivatives containing a phenazine-1-carboxamide scaffold","Xiaoying Du, Junkai Li, Qinglai Wu, Zhihong Xu, Dan Yang, Linhua Yu, Min Zhang, Xiang Zhu","Natural Product Research","33","17","p2453 - p2460",2019,"10.1080/14786419.2018.1451997","23-Mar-18","https://doi.org/10.1080/14786419.2018.1451997",NA
"303","Fungicide and Sclerotinia","Application strategies for control of onion white rot by fungal antagonists","K L McLean, A Stewart","New Zealand Journal of Crop and Horticultural Science","28","2","p115 - p122",2000,"10.1080/01140671.2000.9514131","22-Mar-10","https://doi.org/10.1080/01140671.2000.9514131",NA
"304","Fungicide and Sclerotinia","Abstracts, Saskatchewan Regional Meeting, The Canadian Phytopathological Society, 1999","","Canadian Journal of Plant Pathology","23","2","p187 - p188",2001,"10.1080/07060660109506930","1-Apr-10","https://doi.org/10.1080/07060660109506930",NA
"305","Fungicide and Sclerotinia","A fruitful decade from 2005 to 2014 for anthraquinone patents","Ghulam Abbas, Ishtiaq Ahmed, Ahmed Al-Harrasi, Ahmed Al-Rawahi, René Csuk, Ivan R Green, Hidayat Hussain, Najeeb Ur Rehman, Afzah Shah, Riaz Ullah","Expert Opinion on Therapeutic Patents","25","9","p1053 - p1064",2015,"10.1517/13543776.2015.1050793","19-Aug-15","https://doi.org/10.1517/13543776.2015.1050793",NA
"306","Fungicide and Sclerotinia","Postharvest fruit rots of kiwifruit (Actinidia deliciosa) in Korea","Jae-Seoun Hur, Jae Sung Jung, Young Jin Koh","New Zealand Journal of Crop and Horticultural Science","33","3","p303 - p310",2005,"10.1080/01140671.2005.9514363","22-Mar-10","https://doi.org/10.1080/01140671.2005.9514363",NA
"307","Fungicide and Sclerotinia","Some environmental factors affect growth and antibiotic production by the mycoparasite Coniothyrium minitans","Robert Hill, Mark McQuilken, Nicola Tomprefa, John Whipps","Biocontrol Science and Technology","21","6","p721 - p731",2011,"10.1080/09583157.2011.575211","9-May-11","https://doi.org/10.1080/09583157.2011.575211",NA
"308","Fungicide and Sclerotinia","The Canadian Phytopathological Society Annual Meeting, Montréal, Quebec, 2003","","Canadian Journal of Plant Pathology","25","4","p418 - p443",2003,"10.1080/07060660309507099","1-Apr-10","https://doi.org/10.1080/07060660309507099",NA
"309","Fungicide and Sclerotinia","Exploitation of epiphytic bacterial antagonists for the management of post-harvest diseases of sweet pepper and other fresh produce - a viable option","Olayinka Ayobami Aiyegoro, Olubukola Oluranti Babalola, Tshifhiwa Paris Mamphogoro","Biocontrol Science and Technology","30","8","p741 - p761",2020,"10.1080/09583157.2020.1775175","6-Jun-20","https://doi.org/10.1080/09583157.2020.1775175",NA
"310","Fungicide and Sclerotinia","Minireview/Minisynthèse Integrated management of potato silver scurf (Helminthosporium solani)","T J Avis, C Martinez, R J Tweddell","Canadian Journal of Plant Pathology","32","3","p287 - p297",2010,"10.1080/07060661.2010.508627","6-Sep-10","https://doi.org/10.1080/07060661.2010.508627",NA
"311","Fungicide and Sclerotinia","Manitoba Regional Meeting, 2003","","Canadian Journal of Plant Pathology","26","2","p231 - p232",2004,"10.1080/07060660409507136","1-Apr-10","https://doi.org/10.1080/07060660409507136",NA
"312","Fungicide and Sclerotinia","Developing new RNA interference technologies to control fungal pathogens","Mark F Belmonte, Austein G Mcloughlin, Daniel S Sullivan, Philip L Walker, Steve Whyard, Nick Wytinck","Canadian Journal of Plant Pathology","40","3","p325 - p335",2018,"10.1080/07060661.2018.1495268","6-Aug-18","https://doi.org/10.1080/07060661.2018.1495268",NA
"313","Fungicide and Sclerotinia","Antifungal effects of volatile organic compounds from the endophytic fungus Cryptosporiopsis ericae Cc-HG-7 isolated from Coptis chinensis Franch","Jin-liang Liu, Hong-yu Pan, Jian-chun Qin, Dong-jing Zhang, Xiang-hui Zhang, Yan-hua Zhang","Biocontrol Science and Technology","28","5","p496 - p508",2018,"10.1080/09583157.2018.1460744","11-Apr-18","https://doi.org/10.1080/09583157.2018.1460744",NA
"314","Fungicide and Sclerotinia","Spoilage of Vegetable Crops by Bacteria and Fungi and Related Health Hazards","V H Tournas","Critical Reviews in Microbiology","31","1","p33 - p44",2005,"10.1080/10408410590886024","11-Oct-08","https://doi.org/10.1080/10408410590886024",NA
"315","Fungicide and Sclerotinia","Effect of sowing rate and fertiliser application on yield of dwarf beans","M A Nichols","New Zealand Journal of Experimental Agriculture","2","2","p155 - p158",1974,"10.1080/03015521.1974.10425753","19-Jan-12","https://doi.org/10.1080/03015521.1974.10425753",NA
"316","Fungicide and Sclerotinia","Environmental fate and effects of chlorothalonil: A Canadian perspective","P-Y Caux, G T Fan, R A Kent, G L Stephenson","Critical Reviews in Environmental Science and Technology","26","1","p45 - p93",1996,"10.1080/10643389609388486","9-Jan-09","https://doi.org/10.1080/10643389609388486",NA
"317","Fungicide and Sclerotinia","Verticillium dahliae and other pathogenic fungi in Cirsium arvense from New Zealand pastures: occurrence, pathogenicity and biological control potential","GW Bourdôt, LY Chen, GA Hurrell, DJ Saville, RA Skipp, DJ Wilson","New Zealand Journal of Agricultural Research","56","1","p1 - p21",2013,"10.1080/00288233.2012.732092","25-Feb-13","https://doi.org/10.1080/00288233.2012.732092",NA
"318","Fungicide and Sclerotinia","Fungistatic activity of iron-free bovin lactoferrin against several fungal plant pathogens and antagonists","Rosanna Capparelli, Marco Iannaccone, Ernesto Lahoz, Daniela Palumbo, Anna Pisacane","Natural Product Research","22","11","p955 - p961",2008,"10.1080/14786410701650253","27-Jul-10","https://doi.org/10.1080/14786410701650253",NA
"319","Fungicide and Sclerotinia","Effect of soil microorganisms on viability of sclerotia of Ciborinia camelliae, the causal agent of camellia flower blight","M V Jaspers, A Stewart, R F van Toor","New Zealand Journal of Crop and Horticultural Science","33","2","p149 - p160",2005,"10.1080/01140671.2005.9514344","22-Mar-10","https://doi.org/10.1080/01140671.2005.9514344",NA
"320","Fungicide and Sclerotinia","Determination of the Essential Oil Composition and the Antifungal Activities of Bilberry (Vaccinium myrtillus L.) and Bay Laurel (Laurus nobilis L.)","Yusuf Bayar, Fatih Gul, Abdurrahman Onaran, Melih Yilar","Journal of Essential Oil Bearing Plants","21","2","p548 - p555",2018,"10.1080/0972060x.2017.1417060","22-May-18","https://doi.org/10.1080/0972060x.2017.1417060",NA
