"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"2189","Management and Sclerotinia","Molecular diversity of sunflower populations maintained as genetic resources is affected by multiplication processes and breeding for major traits","Theoretical and Applied Genetics",NA,130,"6","10.1007/s00122-017-2872-x","Brigitte ManginNicolas PouillyMarie-Claude BonifaceNicolas B. LangladePatrick VincourtFelicity VearStéphane Muños",2017,"http://link.springer.com/article/10.1007/s00122-017-2872-x","Article",NA
"2190","Management and Sclerotinia","Identification of Pseudomonas syringae pv. phaseolicola as the causal agent of halo blight in yellow beans in northern Sinaloa, Mexico","Phytoparasitica",NA,44,"3","10.1007/s12600-016-0530-5","R. Félix-GastélumI. E. Maldonado-MendozaR. Navarrete-MayaN. G. Olivas-PerazaH. Brito-VegaJ. A. Acosta-Gallegos",2016,"http://link.springer.com/article/10.1007/s12600-016-0530-5","Article",NA
"2191","Management and Sclerotinia","Induction of systemic resistance in grapevines against powdery mildew by Trichoderma asperelloides strains","Australasian Plant Pathology",NA,49,"2","10.1007/s13313-020-00679-8","Indu S. SawantPallavi N. WadkarShashikant B. GhuleVarsha P. SalunkheVijayshree ChavanSanjay D. Sawant",2020,"http://link.springer.com/article/10.1007/s13313-020-00679-8","Article",NA
"2192","Management and Sclerotinia","Discovery and profiling of small RNAs from Puccinia triticina by deep sequencing and identification of their potential targets in wheat","Functional & Integrative Genomics",NA,19,"3","10.1007/s10142-018-00652-1","Himanshu DubeyKanti KiranRajdeep JaswalPriyanka JainArvind M KayasthaSubhash C BhardwajTapan Kumar MondalTilak Raj Sharma",2019,"http://link.springer.com/article/10.1007/s10142-018-00652-1","Article",NA
"2193","Management and Sclerotinia","Fusarium graminearum microRNA-like RNAs and their interactions with wheat genome: a much-needed study","Indian Phytopathology",NA,72,"4","10.1007/s42360-019-00139-4","Lalit L. KharbikarArti S. ShanwareM. S. SaharanShweta K. NandanwarP. N. SivalingamMalkhan S. GurjarRashmi Aggarwal",2019,"http://link.springer.com/article/10.1007/s42360-019-00139-4","Article",NA
"2194","Management and Sclerotinia","Cross pathogenicity of Fusarium oxysporum isolated from peppers","European Journal of Plant Pathology",NA,154,"4","10.1007/s10658-019-01732-z","Carlos Alfonso López-OronaSergio Hernández-VerdugoSixto Velarde-FélixJosé Antonio Garzón-TiznadoOusmane SyJesús Enrique Retes-Manjarrez",2019,"http://link.springer.com/article/10.1007/s10658-019-01732-z","Article",NA
"2195","Management and Sclerotinia","Seaweed extract: biostimulator of plant defense and plant productivity","International Journal of Environmental Science and Technology",NA,17,"1","10.1007/s13762-019-02442-z","A. MukherjeeJ. S. Patel",2020,"http://link.springer.com/article/10.1007/s13762-019-02442-z","Article",NA
"2196","Management and Sclerotinia","Development of conventional and real time PCR assay for detection and quantification of Rhizoctonia solani infecting pulse crops","Biologia",NA,71,"2","10.1515/biolog-2016-0027","Sunil C. DubeyAradhika TripathiBalendu K. UpadhyayAtul Kumar",2016,"http://link.springer.com/article/10.1515/biolog-2016-0027","Article",NA
"2197","Management and Sclerotinia","Morphological and molecular characterization of powdery mildew on sunflower (Helianthus annuus L.), alternate hosts and weeds commonly found in and around sunflower fields in India","Phytoparasitica",NA,44,"3","10.1007/s12600-016-0531-4","Sujatha MulpuriPrashant Kumar SoniSuresh Kumar Gonela",2016,"http://link.springer.com/article/10.1007/s12600-016-0531-4","Article",NA
"2198","Management and Sclerotinia","Assessment of the baseline sensitivity and resistance risk of Colletotrichum acutatum to fludioxonil","European Journal of Plant Pathology",NA,150,"3","10.1007/s10658-017-1309-3","Yangyang GaoLifei HeWei MuBeixing LiJin LinFeng Liu",2018,"http://link.springer.com/article/10.1007/s10658-017-1309-3","Article",NA
"2199","Management and Sclerotinia","SA, ABA and Pseudomonas fluorescens elicit defense responses in tomato against Alternaria blight","Journal of Plant Biochemistry and Biotechnology",NA,NA,"","10.1007/s13562-020-00564-x","Nishant PrakashKaruna VishunavatGohar Taj KhanPramod Prasad",2020,"http://link.springer.com/article/10.1007/s13562-020-00564-x","Article",NA
"2200","Management and Sclerotinia","Effect of polyploidisation on the response of apple (Malus × domestica Borkh.) to Venturia inaequalis infection","European Journal of Plant Pathology",NA,151,"2","10.1007/s10658-017-1395-2","Niek HiasAnze SvaraJohan Wannes Keulemans",2018,"http://link.springer.com/article/10.1007/s10658-017-1395-2","Article",NA
"2201","Management and Sclerotinia","Bacillus halotolerans strain LYSX1-induced systemic resistance against the root-knot nematode Meloidogyne javanica in tomato","Annals of Microbiology",NA,69,"12","10.1007/s13213-019-01504-4","Yanfei XiaShen LiXueting LiuChong ZhangJianqiang XuYingwu Chen",2019,"http://link.springer.com/article/10.1007/s13213-019-01504-4","Article",NA
"2202","Management and Sclerotinia","Analysis of population genetic structure of Iranian Fusarium oxysporum f. sp. lentis isolates using microsatellite markers","Australasian Plant Pathology",NA,46,"1","10.1007/s13313-016-0458-8","Khoshnood NourollahiMona Madahjalali",2017,"http://link.springer.com/article/10.1007/s13313-016-0458-8","Article",NA
"2203","Management and Sclerotinia","Sensitivity and efficacy of the succinate dehydrogenase inhibitor fluxapyroxad, against raspberry spur blight fungus Didymella applanata","Journal of Plant Diseases and Protection",NA,126,"2","10.1007/s41348-019-00208-w","Uroš VojinovićBiljana PavlovićBrankica TanovićMilan Stević",2019,"http://link.springer.com/article/10.1007/s41348-019-00208-w","Article",NA
"2204","Management and Sclerotinia","Effect of β-aminobutyric acid on resistance of tomato against Pectobacterium 
                     carotovorum subsp. carotovorum","Journal of Plant Diseases and Protection",NA,123,"4","10.1007/s41348-016-0028-x","Ali Safaie FarahaniS. Mohsen TaghaviAlireza AfsharifarAli Niazi",2016,"http://link.springer.com/article/10.1007/s41348-016-0028-x","Article",NA
"2205","Management and Sclerotinia","Properties of vanillyl nonanoate for protection of pepper plants against Phytophthora capsici and Botrytis cinerea","European Journal of Plant Pathology",NA,150,"4","10.1007/s10658-017-1352-0","Tania GarcíaJavier VelosoJosé Díaz",2018,"http://link.springer.com/article/10.1007/s10658-017-1352-0","Article",NA
"2206","Management and Sclerotinia","Identification of meteorological predictors of Fusarium graminearum ascospore release using correlation and causality analyses","European Journal of Plant Pathology",NA,145,"2","10.1007/s10658-015-0832-3","Ray F. DavidAmir E. BozorgMaghamDavid G. Schmale IIIShane D. RossLinsey C. Marr",2016,"http://link.springer.com/article/10.1007/s10658-015-0832-3","Article",NA
"2207","Management and Sclerotinia","Mutations in target genes of succinate dehydrogenase inhibitors and demethylation inhibitors in Ramularia collo-cygni in Europe","Journal of Plant Diseases and Protection",NA,126,"5","10.1007/s41348-019-00246-4","Alexandra RehfusPavel MatusinskyDieter StrobelRosie BrysonGerd Stammler",2019,"http://link.springer.com/article/10.1007/s41348-019-00246-4","Article",NA
"2208","Management and Sclerotinia","Theme 6- Plant Microbiome","In Vitro Cellular & Developmental Biology - Plant",NA,54,"1","10.1007/s11627-018-9922-1","",2018,"http://link.springer.com/article/10.1007/s11627-018-9922-1","Article",NA
"2209","Management and Sclerotinia","Development of PCR and loop mediated isothermal amplification assay for the detection of bakanae pathogen Fusarium fujikuroi","European Journal of Plant Pathology",NA,154,"3","10.1007/s10658-019-01694-2","Sunil Kumar SunaniBishnu Maya BashyalKirti RawatC. ManjunathaSapna SharmaG. PrakashS. Gopala KrishnanA. K. SinghRashmi Aggarwal",2019,"http://link.springer.com/article/10.1007/s10658-019-01694-2","Article",NA
"2210","Management and Sclerotinia","Dynamic changes in soil chemical properties and microbial community structure in response to different nitrogen fertilizers in an acidified celery soil","Soil Ecology Letters",NA,1,"4-Mar","10.1007/s42832-019-0012-z","Yuping WuJiangxing WuYongjun MaYing LianHui SunDanchao XieYaying LiPhilip C. BrookesHuaiying Yao",2019,"http://link.springer.com/article/10.1007/s42832-019-0012-z","Article",NA
"2211","Management and Sclerotinia","Identification and community dynamics of fungi associated with root, crown, and foot rot of field pea in western Canada","European Journal of Plant Pathology",NA,147,"3","10.1007/s10658-016-1017-4","A. Esmaeili TaheriS. ChattertonN. A. ForoudB. D. GossenD. L. McLaren",2017,"http://link.springer.com/article/10.1007/s10658-016-1017-4","Article",NA
"2212","Management and Sclerotinia","Phosphorus and potassium uptake, translocation, and utilization efficiency in chickpea under Mediterranean conditions","Nutrient Cycling in Agroecosystems",NA,116,"3","10.1007/s10705-020-10047-z","Sideris FotiadisSpyridon D. KoutroubasChristos A. Damalas",2020,"http://link.springer.com/article/10.1007/s10705-020-10047-z","Article",NA
"2213","Management and Sclerotinia","A new species of Calonectria causing rot on ripe strawberry fruit in Brazil","Australasian Plant Pathology",NA,47,"1","10.1007/s13313-017-0532-x","Ueder P. LopesRafael F. AlfenasLaércio ZambolimPedro W. CrousHélcio CostaOlinto L. Pereira",2018,"http://link.springer.com/article/10.1007/s13313-017-0532-x","Article",NA
"2214","Management and Sclerotinia","Plant growth-promoting actinobacteria: a new strategy for enhancing sustainable production and protection of grain legumes","3 Biotech",NA,7,"2","10.1007/s13205-017-0736-3","Arumugam SathyaRajendran VijayabharathiSubramaniam Gopalakrishnan",2017,"http://link.springer.com/article/10.1007/s13205-017-0736-3","Article",NA
"2215","Management and Sclerotinia","Temporal patterns of airborne Phytophthora spp. in a woody plant nursery area detected using real-time PCR","Aerobiologia",NA,35,"2","10.1007/s10453-018-09551-1","Duccio MiglioriniLuisa GhelardiniNicola LuchiPaolo CaprettiMarzia OnorariAlberto Santini",2019,"http://link.springer.com/article/10.1007/s10453-018-09551-1","Article",NA
"2216","Management and Sclerotinia","Colletotrichum and Diaporthe species associated with soybean stem diseases in Myanmar","Journal of General Plant Pathology",NA,86,"2","10.1007/s10327-019-00902-5","Myo ZawSeint San AyeMasaru Matsumoto",2020,"http://link.springer.com/article/10.1007/s10327-019-00902-5","Article",NA
"2217","Management and Sclerotinia","Full genome sequence of a novel potexvirus from Euonymus bungeanus Maxim based on RNA-Seq analysis","Archives of Virology",NA,164,"8","10.1007/s00705-019-04293-y","Caixia YangLiang LiQiushi HouJunzhu WangMeichun YuShuang GangSong ZhangMengji Cao",2019,"http://link.springer.com/article/10.1007/s00705-019-04293-y","Article",NA
"2218","Management and Sclerotinia","A new putative deltapartitivirus recovered from Dianthus amurensis","Archives of Virology",NA,162,"9","10.1007/s00705-017-3421-2","Hongliu AnGuanlin TanGuihong XiongMeirong LiShouguo FangSaif Ul IslamSongbai ZhangFan Li",2017,"http://link.springer.com/article/10.1007/s00705-017-3421-2","Article",NA
"2219","Management and Sclerotinia","Underlying mechanism of plant–microbe crosstalk in shaping microbial ecology of the rhizosphere","Acta Physiologiae Plantarum",NA,42,"1","10.1007/s11738-019-3000-0","Akansha JainJoydeep ChakrabortySampa Das",2020,"http://link.springer.com/article/10.1007/s11738-019-3000-0","Article",NA
"2220","Management and Sclerotinia","Comparative transcriptome profiling of healthy and diseased Chowghat Green Dwarf coconut palms from root (wilt) disease hot spots","European Journal of Plant Pathology",NA,151,"1","10.1007/s10658-017-1365-8","M. K. RajeshK. E. RachanaK. KulkarniB. B. SahuR. J. ThomasA. Karun",2018,"http://link.springer.com/article/10.1007/s10658-017-1365-8","Article",NA
"2221","Management and Sclerotinia","Molecular characterization of genomic regions for resistance to Pythium ultimum var. ultimum in the soybean cultivar Magellan","Theoretical and Applied Genetics",NA,132,"2","10.1007/s00122-018-3228-x","Mariola KlepadloChristine S. BalkTri D. VuongAnne E. DorranceHenry T. Nguyen",2019,"http://link.springer.com/article/10.1007/s00122-018-3228-x","Article",NA
"2222","Management and Sclerotinia","Bio-fabrication of silver nanoparticles using the leaf extract of an ancient herbal medicine, dandelion (Taraxacum officinale), evaluation of their antioxidant, anticancer potential, and antimicrobial activity against phytopathogens","Environmental Science and Pollution Research",NA,25,"11","10.1007/s11356-017-9581-5","Rijuta G. SarataleGiovanni BenelliGopalakrishnan KumarDong Su KimGanesh D. Saratale",2018,"http://link.springer.com/article/10.1007/s11356-017-9581-5","Article",NA
"2223","Management and Sclerotinia","Biofungicide utilizations of antifungal proteins of filamentous ascomycetes: current and foreseeable future developments","BioControl",NA,62,"2","10.1007/s10526-016-9781-9","Éva LeiterTamás GállLászló CsernochIstván Pócsi",2017,"http://link.springer.com/article/10.1007/s10526-016-9781-9","Article",NA
"2224","Management and Sclerotinia","Expanding the horizons of nanotechnology in agriculture: recent advances, challenges and future perspectives","Vegetos",NA,33,"2","10.1007/s42535-019-00090-9","Ravi Kumar YadavN. B. SinghAjey SinghVijaya YadavChanda BanoShubhra KhareNiharika",2020,"http://link.springer.com/article/10.1007/s42535-019-00090-9","Article",NA
"2225","Management and Sclerotinia","Ecological arguments to reconsider data requirements regarding the environmental fate of microbial biocontrol agents in the registration procedure in the European Union","BioControl",NA,64,"5","10.1007/s10526-019-09964-y","Jürgen KöhlKees BooijRogier KolnaarWillem J. Ravensberg",2019,"http://link.springer.com/article/10.1007/s10526-019-09964-y","Article",NA
"2226","Management and Sclerotinia","Effects of biofumigation using Brassica juncea and Raphanus sativus in comparison to disinfection using Basamid on apple plant growth and soil microbial communities at three field sites with replant disease","Plant and Soil",NA,406,"2-Jan","10.1007/s11104-016-2876-3","Bunlong YimFranziska S. HanschenAndreas WredeHeike NittMonika SchreinerKornelia SmallaTraud Winkelmann",2016,"http://link.springer.com/article/10.1007/s11104-016-2876-3","Article",NA
"2227","Management and Sclerotinia","Transcriptome profiling of lentil (Lens culinaris) through the first 24 hours of Ascochyta lentis infection reveals key defence response genes","BMC Genomics",NA,19,"1","10.1186/s12864-018-4488-1","Mahsa KhorramdelazadIdo BarPaul WhatmoreGabrielle SmethamVijay BhaaskariaYuedong YangShahla Hosseini BaiNitin MantriYaoqi ZhouRebecca Ford",2018,"http://link.springer.com/article/10.1186/s12864-018-4488-1","Article",NA
"2228","Management and Sclerotinia","Survey of Soil Fungal Communities in Strawberry Fields by Illumina Amplicon Sequencing","Eurasian Soil Science",NA,51,"6","10.1134/S106422931806011X","S. M. MirmajlessiM. BahramM. MändN. NajdabbasiS. MansouripourE. Loit",2018,"http://link.springer.com/article/10.1134/S106422931806011X","Article",NA
"2229","Management and Sclerotinia","The entomopathogenic fungus, Metarhizium anisopliae for the European grapevine moth, Lobesia botrana Den. & Schiff. (Lepidoptera: Tortricidae) and its effect to the phytopathogenic fungus, Botrytis cinerea","Egyptian Journal of Biological Pest Control",NA,28,"1","10.1186/s41938-018-0086-4","Juan Aguilera SammaritanoMaría DeymiéMaría HerreraFabio VazquezAndrew G.S. CuthbertsonClaudia López-LastraBernardo Lechner",2018,"http://link.springer.com/article/10.1186/s41938-018-0086-4","Article",NA
